880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	-1.623e-07
888	0
889	-7.433e-08
890	0
891	0
892	0
893	-1.36e-07
894	0
895	0
896	4.083e-08
897	0
898	1.667e-05
899	8.333e-05
900	3.333e-05
901	6.667e-05
902	8.333e-05
903	0.0001
904	0.0001
905	5e-05
906	8.333e-05
907	5e-05
908	6.667e-05
909	6.667e-05
910	8.333e-05
911	0.0001
912	0.0001
913	0.0001
914	0.0001833
915	0.0002333
916	0.00035
917	0.0005333
918	0.0007667
919	0.001083
920	0.0015
921	0.002
922	0.002483
923	0.003033
924	0.003533
925	0.003967
926	0.0043
927	0.004583
928	0.004883
929	0.00525
930	0.005833
931	0.006683
932	0.008183
933	0.01065
934	0.01448
935	0.02047
936	0.03042
937	0.04578
938	0.0685
939	0.1008
940	0.1398
941	0.183
942	0.2301
943	0.276
944	0.3163
945	0.3512
946	0.3813
947	0.4073
948	0.4367
949	0.4737
950	0.5158
951	0.5674
952	0.6226
953	0.6724
954	0.7166
955	0.7521
956	0.7754
957	0.788
958	0.792
959	0.7904
960	0.7867
961	0.783
962	0.7812
963	0.7816
964	0.7841
965	0.7879
966	0.7923
967	0.7968
968	0.8016
969	0.8054
970	0.809
971	0.8126
972	0.8153
973	0.8182
974	0.8208
975	0.823
976	0.8251
977	0.8266
978	0.8276
979	0.8281
980	0.828
981	0.8276
982	0.8268
983	0.8258
984	0.8252
985	0.8246
986	0.8244
987	0.8246
988	0.825
989	0.8261
990	0.8276
991	0.8292
992	0.8313
993	0.8334
994	0.8356
995	0.838
996	0.8406
997	0.8428
998	0.8449
999	0.8474
1000	0.8494
1001	0.8514
1002	0.8535
1003	0.8549
1004	0.8561
1005	0.8569
1006	0.8571
1007	0.8573
1008	0.8569
1009	0.8561
1010	0.8555
1011	0.8547
1012	0.8537
1013	0.8532
1014	0.8528
1015	0.8524
1016	0.8526
1017	0.8532
1018	0.8539
1019	0.8552
1020	0.8563
1021	0.8585
1022	0.8601
1023	0.8614
1024	0.8634
1025	0.8651
1026	0.8666
1027	0.8682
1028	0.8695
1029	0.8705
1030	0.8716
1031	0.8723
1032	0.8729
1033	0.8733
1034	0.8735
1035	0.8736
1036	0.8733
1037	0.873
1038	0.8723
1039	0.8717
1040	0.8706
1041	0.8695
1042	0.8683
1043	0.8668
1044	0.8655
1045	0.8639
1046	0.8622
1047	0.8611
1048	0.8594
1049	0.8582
1050	0.8571
1051	0.856
1052	0.8552
1053	0.8546
1054	0.854
1055	0.8538
1056	0.8536
1057	0.8536
1058	0.854
1059	0.8544
1060	0.8549
1061	0.8557
1062	0.8566
1063	0.8573
1064	0.8586
1065	0.8598
1066	0.861
1067	0.8624
1068	0.8636
1069	0.8652
1070	0.8666
1071	0.8679
1072	0.8696
1073	0.8709
1074	0.8721
1075	0.8737
1076	0.8747
1077	0.8759
1078	0.8771
1079	0.878
1080	0.879
1081	0.8797
1082	0.8803
1083	0.881
1084	0.8815
1085	0.8818
1086	0.8822
1087	0.8822
1088	0.8821
1089	0.8821
1090	0.882
1091	0.8817
1092	0.8815
1093	0.881
1094	0.8804
1095	0.8801
1096	0.8793
1097	0.8787
1098	0.8783
1099	0.8778
1100	0.8774
1101	0.877
1102	0.8766
1103	0.8766
1104	0.8762
1105	0.8765
1106	0.8768
1107	0.877
1108	0.8776
1109	0.8783
1110	0.8792
1111	0.88
1112	0.8813
1113	0.8826
1114	0.884
1115	0.8857
1116	0.8871
1117	0.8891
1118	0.8908
1119	0.8927
1120	0.8949
1121	0.8965
1122	0.8986
1123	0.9007
1124	0.9024
1125	0.9045
